Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	boosted_by	UniqueSpec	UniqueSpecSum	UniqueAvgSpec	PreySequenceLength
MOB1A	115527080	MTA1	20|21	41	20.5	2	20|19|7|12|0|0|0|0|0|0|37|45|28|17|43|17|33|15|15|13|11|14|9|8|8|8|19|16	0	0	0	0	0	-118.43	0.52	0.92		20|21	41	20.5	715
MOB1A	14141170	MTA2	8|7	15	7.5	2	1|4|2|3|0|3|0|0|0|0|12|14|15|11|14|11|18|12|1|4|2|6|3|3|2|0|23|19	0	0	0	0	0	-63.05	0.4	0.91		8|7	15	7.5	668
MOB1A	223555917	MTDH	2|7	9	4.5	2	2|13|8|11|0|0|0|0|0|0|7|8|8|5|18|2|14|4|10|20|12|16|9|15|12|9|13|10	0	0	0	0	0	-70.39	0.26	0.92		2|7	9	4.5	582
MOB1A	222136639	MTHFD1	9|18	27	13.5	2	14|10|0|0|0|0|0|0|0|0|4|7|0|6|15|4|11|10|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-34.31	1.08	0.85		9|18	27	13.5	935
MOB1A	50348611	MTUS1	5|2	7	3.5	2	0|0|1|1|0|0|0|0|0|0|3|0|3|0|1|0|5|0|2|1|3|0|0|1|0|0|0|0	0	0	0	0	0	-12.53	1	0.73		5|2	7	3.5	1270
MOB1A	157694492	MYBBP1A	25|17	42	21	2	15|15|5|2|2|3|0|0|0|0|48|29|44|11|64|13|43|13|5|10|2|3|8|5|10|7|13|7	0	0	0	0	0	-166.81	0.42	0.92		25|17	42	21	1328
MOB1A	33620747	MYEF2	0|2	2	1	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0	0.17	0.34	0.17	0.34	0.17	-3.93	4	0.39		0|2	2	1	600
MOB1A	365192532	MYH10	5|0	5	2.5	2	0|0|0|0|0|0|0|0|0|0|12|0|11|0|13|14|18|9|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-64.8	0.18	0.9		5|0	5	2.5	2007
MOB1A	12667788	MYH9	105|72	177	88.5	2	0|0|26|24|15|12|13|9|6|8|176|121|190|159|90|179|202|151|19|28|16|18|47|68|70|66|10|80	0	0	0	0	0	-600.5	0.47	0.92		105|72	177	88.5	1960
MOB1A	15809016	MYL12B	3|3	6	3	2	0|0|0|0|0|0|0|0|0|0|10|0|7|11|7|10|9|13|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-40.67	0.27	0.9		3|3	6	3	172
MOB1A	17986258	MYL6	12|9	21	10.5	2	2|0|3|2|6|6|10|9|7|8|16|10|15|17|12|9|15|16|2|0|3|1|2|4|5|3|3|7	0	0	0	0	0	-47.72	0.66	0.9		12|9	21	10.5	151
MOB1A	7706425	NAA38	1|0	1	0.5	2	3|0|0|0|0|0|0|0|0|0|2|4|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-13.92	0.18	0.92		1|0	1	0.5	96
MOB1A	163965364	NACA	3|0	3	1.5	2	9|4|2|3|1|0|0|1|1|0|3|0|0|5|4|0|2|2|3|5|3|4|0|1|4|3|2|2	0	0	0	0	0	-27.03	0.26	0.85		3|0	3	1.5	215
MOB1A	146134341	NADKD1	0|1	1	0.5	2	0|0|0|0|4|3|2|3|4|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-17.16	0.14	0.92		0|1	1	0.5	442
MOB1A	193083157	NAF1	0|1	1	0.5	2	0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-3.93	2	0.92		0|1	1	0.5	494
MOB1A	5031977	NAMPT	4|3	7	3.5	2	4|8|0|0|0|0|0|0|0|0|6|6|3|6|5|5|4|7|0|0|0|0|0|0|0|0|0|4	0	0	0	0	0	-23.27	0.52	0.85		4|3	7	3.5	491
MOB1A	21327708	NAP1L1	13|8	21	10.5	2	28|17|3|5|1|0|0|0|0|0|21|13|11|23|9|15|17|13|6|5|7|8|5|4|5|4|10|6	0	0	0	0	0	-75.08	0.47	0.91		13|8	21	10.5	391
MOB1A	27262628	NASP	18|20	38	19	2	47|70|10|21|0|0|0|0|0|0|61|68|53|42|44|39|43|33|30|49|43|38|10|12|15|18|9|8	0	0	0	0	0	-219.87	0.3	0.92		18|20	38	19	788
MOB1A	221316723	NAT10	3|9	12	6	2	6|9|25|29|6|7|3|3|3|0|12|13|14|18|26|6|10|11|33|59|32|34|30|40|39|38|63|40	0	0	0	0	0	-212.67	0.12	0.92		3|9	12	6	1025
MOB1A	33356172	NBN	1|8	9	4.5	2	0|4|7|8|0|0|0|0|0|0|2|4|1|0|6|0|7|0|3|8|3|7|3|5|3|6|7|4	0	0	0	0	0	-31.34	0.6	0.84		1|8	9	4.5	754
MOB1A	25121987	NCAPH	2|4	6	3	2	4|11|7|6|0|0|0|0|0|0|10|4|3|7|9|10|7|8|5|14|7|16|4|5|2|7|2|2	0	0	0	0	0	-50.91	0.24	0.92		2|4	6	3	741
MOB1A	45545411	NCKAP1	0|2	2	1	2	11|2|0|0|0|0|0|0|0|0|12|7|3|0|0|1|3|2|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-37.83	0.12	0.89		0|2	2	1	1134
MOB1A	55956788	NCL	59|58	117	58.5	2	18|28|47|73|3|3|2|0|2|1|68|72|92|48|71|66|88|62|53|45|64|52|49|92|56|54|64|50	0	0	0	0	0	-227.55	0.68	0.92		59|58	117	58.5	710
MOB1A	51873031	NCLN	0|2	2	1	2	0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.08	0.15	0.08	0.15	0.08	-4.92	2	0.46		0|2	2	1	563
MOB1A	207028748	NDRG1	0|1	1	0.5	2	5|3|0|0|0|0|0|0|0|0|3|4|1|1|5|1|3|2|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-20.41	0.12	0.92		0|1	1	0.5	394
MOB1A	4505357	NDUFA4	1|1	2	1	2	0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-4.12	1.33	0.92		1|1	2	1	81
MOB1A	206597465	NEDD1	0|2	2	1	2	6|3|0|0|0|0|0|0|0|0|2|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-14.81	0.33	0.77		0|2	2	1	667
MOB1A	197927284	NFIA	0|3	3	1.5	2	1|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.09	0.19	0.09	0.19	0.09	-5.72	2	0.44		0|3	3	1.5	509
MOB1A	219802034	NFRKB	0|1	1	0.5	2	0|1|2|5|0|0|0|0|0|0|0|0|0|0|2|0|1|0|1|2|2|3|1|1|1|1|2|1	0	0	0	0	0	-14.93	0.17	0.92		0|1	1	0.5	1299
MOB1A	4826860	NHP2L1	0|2	2	1	2	2|0|1|0|0|0|0|2|1|1|1|0|0|0|0|0|2|0|0|0|0|0|1|0|0|0|2|1	0	0	0	0	0	-10.61	0.5	0.69		0|2	2	1	128
MOB1A	47578105	NIPBL	0|3	3	1.5	2	0|0|7|6|0|1|0|0|0|1|5|0|5|0|4|0|5|0|3|2|2|1|5|13|7|8|12|0	0	0	0	0	0	-45.84	0.15	0.92		0|3	3	1.5	2804
MOB1A	291084505	NKRF	0|1	1	0.5	2	0|0|0|2|0|0|0|0|0|1|0|3|0|0|4|0|3|0|0|0|0|1|1|1|1|0|2|1	0	0	0	0	0	-14.93	0.17	0.92		0|1	1	0.5	705
MOB1A	10835073	NMT1	0|2	2	1	2	6|5|1|0|0|0|0|0|0|0|4|1|0|0|1|2|0|0|2|2|7|2|1|1|1|0|0|0	0	0	0	0	0	-25.92	0.18	0.85		0|2	2	1	496
MOB1A	157694511	NOC2L	2|6	8	4	2	0|0|0|0|0|0|0|0|0|0|1|0|5|0|2|0|4|2|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-11.56	1.23	0.66		2|6	8	4	749
MOB1A	20806097	NOC3L	0|5	5	2.5	2	2|3|2|2|0|0|0|0|0|0|8|4|4|3|7|3|4|2|0|0|0|1|2|2|0|1|1|0	0	0	0	0	0	-27.03	0.43	0.82		0|5	5	2.5	800
MOB1A	18644728	NOL6	1|10	11	5.5	2	0|1|0|0|1|2|0|1|2|0|3|2|2|0|8|0|6|0|2|0|1|0|2|0|0|0|7|3	0	0	0	0	0	-24.9	0.92	0.76		1|10	11	5.5	1146
MOB1A	148596949	NOLC1	5|11	16	8	2	11|6|11|18|0|0|0|0|0|0|31|22|14|14|15|10|18|9|17|24|21|22|15|21|22|19|30|20	0	0	0	0	0	-102.06	0.3	0.92		5|11	16	8	699
MOB1A	224028244	NONO	84|36	120	60	2	102|84|38|52|10|10|6|10|7|5|55|91|61|47|49|48|50|40|75|36|66|40|21|23|32|31|59|83	0	0	0	0	0	-287.62	0.67	0.92		84|36	120	60	471
MOB1A	385198059	NOP2	3|6	9	4.5	2	0|2|6|5|3|2|1|3|0|2|2|2|6|1|8|1|6|1|7|5|9|4|9|9|8|9|4|3	0	0	0	0	0	-32.37	0.5	0.87		3|6	9	4.5	812
MOB1A	7706254	NOP58	1|7	8	4	2	1|0|7|11|8|5|8|8|3|7|4|3|8|2|15|2|5|4|9|12|6|6|8|9|11|9|11|4	0	0	0	0	0	-51.97	0.33	0.9		1|7	8	4	529
MOB1A	158937236	NPEPPS	1|1	2	1	2	2|3|0|0|0|0|0|0|0|0|1|0|0|0|4|0|1|2|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-11.51	0.36	0.92		1|1	2	1	919
MOB1A	10835063	NPM1	59|52	111	55.5	2	77|165|120|235|9|7|6|9|3|8|131|147|90|111|136|70|18|74|131|142|122|170|88|168|122|119|38|29	0	0	0	0	0	-640.55	0.3	0.92		59|52	111	55.5	294
MOB1A	156231355	NRBF2	3|0	3	1.5	2	5|7|0|0|0|0|0|0|0|0|5|3|1|6|0|4|4|4|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-27.03	0.26	0.85		3|0	3	1.5	287
MOB1A	20149635	NSFL1C	10|3	13	6.5	2	12|6|0|1|0|0|0|0|0|0|9|7|0|1|5|2|2|1|0|1|0|2|0|0|0|0|0|0	0	0	0	0	0	-30.34	0.76	0.84		10|3	13	6.5	370
MOB1A	301336155	NSUN2	0|2	2	1	2	2|4|2|0|1|0|0|2|3|0|3|7|0|6|5|4|9|6|0|3|2|0|0|0|0|0|0|0	0	0	0	0	0	-32.52	0.14	0.92		0|2	2	1	732
MOB1A	5729953	NUDC	8|15	23	11.5	2	37|35|2|2|0|0|0|0|0|0|32|27|20|7|28|10|17|7|9|10|9|8|1|2|0|0|0|1	0	0	0	0	0	-120.11	0.35	0.92		8|15	23	11.5	331
MOB1A	5901926	NUDT21	11|12	23	11.5	2	17|24|4|6|0|0|0|0|0|0|19|20|12|25|19|19|13|15|3|8|5|9|2|3|1|3|9|8	0	0	0	0	0	-67.4	0.52	0.91		11|12	23	11.5	227
MOB1A	32698730	NUFIP2	13|11	24	12	2	21|22|28|34|0|0|0|0|0|0|24|23|11|20|9|10|21|11|33|36|35|32|23|34|19|22|32|12	0	0	0	0	0	-119.56	0.35	0.92		13|11	24	12	695
MOB1A	71361682	NUMA1	35|67	102	51	2	5|20|150|188|15|11|7|3|2|2|45|71|121|31|122|33|98|26|108|130|117|112|212|320|288|298|228|233	0	0	0	0	0	#NAME?	0.18	0.92		35|67	102	51	2115
MOB1A	20070356	NUMB	0|1	1	0.5	2	4|2|0|4|0|0|0|0|0|0|4|0|0|1|0|0|2|0|0|2|0|0|0|0|0|1|0|0	0	0	0	0	0	-17.16	0.14	0.92		0|1	1	0.5	640
MOB1A	9966881	NUP107	0|2	2	1	2	4|2|0|1|0|1|0|0|0|0|4|2|3|5|6|0|6|2|0|0|0|0|0|3|0|0|13|8	0	0	0	0	0	-38.04	0.12	0.92		0|2	2	1	925
MOB1A	26051235	NUP133	4|2	6	3	2	3|5|10|10|0|0|0|0|0|0|10|6|6|9|8|6|4|4|6|7|6|7|6|5|7|5|10|6	0	0	0	0	0	-39.12	0.3	0.92		4|2	6	3	1156
MOB1A	24430146	NUP153	29|20	49	24.5	2	27|34|60|75|7|5|6|5|2|6|32|47|39|27|30|16|35|14|57|50|48|46|42|57|58|48|63|50	0	0	0	0	0	-218.87	0.38	0.92		29|20	49	24.5	1475
MOB1A	24430149	NUP155	0|9	9	4.5	2	3|1|4|4|5|4|2|3|2|0|0|0|0|0|4|0|0|0|0|0|0|1|3|2|0|0|5|0	0	0	0	0	0	-21.53	1	0.66		0|9	9	4.5	1391
MOB1A	54859722	NUP160	0|1	1	0.5	2	0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0	0	0	0	0	0	-5.72	0.67	0.92		0|1	1	0.5	1436
MOB1A	62955803	NUP188	0|2	2	1	2	0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|4	0	0	0	0	0	-10.23	0.5	0.69		0|2	2	1	1749
MOB1A	57634534	NUP205	2|6	8	4	2	0|0|1|0|0|2|1|0|1|1|7|2|0|0|6|3|0|0|0|0|0|0|1|0|0|0|4|5	0	0	0	0	0	-20.39	0.73	0.81		2|6	8	4	2012
MOB1A	33946327	NUP214	30|45	75	37.5	2	22|26|66|78|0|0|0|0|0|0|37|43|41|31|39|20|37|24|55|51|43|52|43|57|39|50|39|36	0	0	0	0	0	-195.23	0.59	0.92		30|45	75	37.5	2090
MOB1A	24497447	NUP50	7|5	12	6	2	23|26|14|20|2|2|1|2|1|0|23|16|15|7|19|5|14|4|13|13|11|10|10|16|8|10|12|8	0	0	0	0	0	-86	0.26	0.92		7|5	12	6	440
MOB1A	24497603	NUP62	0|2	2	1	2	0|0|1|0|0|0|1|0|0|0|8|1|4|2|4|3|0|4|0|0|0|0|1|0|2|0|2|0	0	0	0	0	0	-23.68	0.2	0.84		0|2	2	1	522
MOB1A	13376259	NUP85	0|1	1	0.5	2	0|0|0|0|0|0|0|0|0|0|2|0|0|0|1|0|2|0|0|0|0|0|0|0|0|0|2|3	0	0	0	0	0	-11.74	0.22	0.92		0|1	1	0.5	656
MOB1A	24497453	NUP88	8|9	17	8.5	2	2|3|3|3|0|0|0|0|0|0|12|4|11|2|5|1|8|2|0|2|0|3|0|3|0|1|13|1	0	0	0	0	0	-30.37	0.77	0.88		8|9	17	8.5	741
MOB1A	208609990	NUP93	6|8	14	7	2	2|1|0|0|0|0|0|0|0|0|11|6|8|2|8|4|7|6|0|0|0|0|0|0|0|0|1|3	0	0	0	0	0	-24.43	0.82	0.85		6|8	14	7	819
MOB1A	45643123	NVL	1|0	1	0.5	2	3|4|1|0|0|0|0|0|0|0|4|5|2|1|4|2|3|0|0|1|1|0|0|0|0|0|0|0	0	0	0	0	0	-20.41	0.12	0.92		1|0	1	0.5	856
MOB1A	125625324	NXF1	3|5	8	4	2	0|0|0|0|0|0|0|0|0|0|6|0|2|0|3|0|2|0|0|0|0|0|1|0|0|0|0|3	0	0	0	0	0	-10.94	1.14	0.73		3|5	8	4	356
MOB1A	45007007	OAS3	0|1	1	0.5	2	0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-4.83	1	0.92		0|1	1	0.5	1087
MOB1A	169790825	ODZ4	0|2	2	1	2	0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|3|0|0|0|0|2|0|0|0|0	0	0	0	0	0	-9.68	0.57	0.67		0|2	2	1	2769
MOB1A	4503179	OFD1	7|1	8	4	2	0|0|1|0|0|0|0|0|0|0|3|0|0|3|1|0|1|0|0|2|0|1|0|0|0|0|0|0	0.11	0.22	0.11	0.22	0.11	-9.52	1.78	0.44		7|1	8	4	1012
MOB1A	5453830	ORC2	6|4	10	5	2	15|14|9|10|0|0|0|0|0|0|31|20|14|8|11|7|12|12|15|18|21|17|6|7|6|9|10|2	0	0	0	0	0	-86.7	0.22	0.92		6|4	10	5	577
MOB1A	18079218	OSBPL8	1|2	3	1.5	2	6|1|2|2|0|0|0|0|0|0|5|3|0|0|0|0|0|0|2|3|0|1|2|1|1|0|0|0	0	0	0	0	0	-17.56	0.35	0.82		1|2	3	1.5	889
MOB1A	22547165	OSBPL9	1|1	2	1	2	0|0|3|2|0|0|0|0|0|0|3|0|1|0|0|0|0|0|0|0|0|0|0|1|2|3|0|0	0	0	0	0	0	-11.51	0.36	0.92		1|1	2	1	558
MOB1A	124494254	PA2G4	4|0	4	2	2	19|13|0|3|5|9|6|7|4|5|4|7|0|5|13|7|6|6|4|8|4|8|0|2|2|2|0|0	0	0	0	0	0	-61.45	0.15	0.92		4|0	4	2	394
MOB1A	46367787	PABPC1	18|4	22	11	2	13|8|4|6|0|0|0|0|0|0|24|15|15|11|18|11|14|9|5|7|6|9|0|3|0|4|7|2	0	0	0	0	0	-67.54	0.61	0.9		18|4	22	11	636
MOB1A	208431833	PABPC4	11|0	11	5.5	2	12|6|0|0|1|1|0|1|1|0|18|14|6|7|11|5|12|5|0|0|0|0|1|0|2|0|5|0	0	0	0	0	0	-63.68	0.39	0.9		11|0	11	5.5	660
MOB1A	378744165	PAF1	3|0	3	1.5	2	0|1|8|8|0|0|0|0|0|0|4|4|2|3|4|3|4|3|11|10|9|6|10|8|11|4|7|7	0	0	0	0	0	-48.09	0.14	0.92		3|0	3	1.5	485
MOB1A	119220557	PAICS	6|9	15	7.5	2	23|23|4|3|0|0|0|1|0|0|21|25|16|21|13|22|19|14|10|14|14|14|3|0|7|3|11|6	0	0	0	0	0	-84.3	0.32	0.92		6|9	15	7.5	425
MOB1A	5031975	PAK4	0|1	1	0.5	2	7|6|0|0|0|0|0|0|0|0|3|1|0|0|0|2|0|0|0|0|1|0|0|0|0|0|0|0	0	0	0	0	0	-21.52	0.11	0.92		0|1	1	0.5	591
MOB1A	32490557	PAPOLA	4|1	5	2.5	2	27|25|9|12|0|0|0|0|0|0|31|29|7|17|5|9|12|13|29|22|38|35|3|4|4|5|5|0	0	0	0	0	0	-144.97	0.08	0.92		4|1	5	2.5	745
MOB1A	21361831	PARD3	0|2	2	1	2	0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0	0.07	0.13	0.07	0.13	0.07	-4.83	2	0.47		0|2	2	1	1356
MOB1A	183227678	PARK7	7|33	40	20	2	0|3|0|0|0|0|0|0|0|0|4|3|11|4|11|4|15|8|0|0|0|0|0|0|0|0|6|2	0.46	0.93	0.46	0.93	0.46	-33.09	1.78	0.23		7|33	40	20	189
MOB1A	156523968	PARP1	7|3	10	5	2	44|50|6|8|6|3|5|4|3|2|6|15|5|12|24|21|25|32|15|12|15|18|5|6|6|10|1|0	0	0	0	0	0	-156.25	0.13	0.92		7|3	10	5	1014
MOB1A	93102371	PBRM1	0|1	1	0.5	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|3|0	0	0	0	0	0	-7.39	0.4	0.92		0|1	1	0.5	1582
MOB1A	106049292	PC	444|849	1293	646.5	2	134|104|235|364|1438|1208|962|1464|1193|994|484|497|365|188|277|325|515|480|402|768|453|888|323|492|582|519|838|832	0	0	0	0	0	#NAME?	0.49	0.92		444|849	1293	646.5	1178
MOB1A	222352151	PCBP1	9|19	28	14	2	12|13|6|9|1|7|6|6|2|1|8|7|12|11|11|8|8|10|5|6|8|11|4|4|7|4|13|8	0	0	0	0	0	-34.31	1.12	0.85		9|19	28	14	356
MOB1A	14141166	PCBP2	10|20	30	15	2	24|20|7|8|3|2|2|4|2|1|16|14|11|15|10|12|15|13|4|8|7|8|3|2|2|3|11|9	0	0	0	0	0	-56.56	0.8	0.9		10|20	30	15	362
MOB1A	65506442	PCCA	290|710	1000	500	2	120|122|55|64|306|254|190|308|237|200|236|427|271|69|184|200|362|191|102|105|103|116|76|99|92|82|137|151	0	0	0	0	0	#NAME?	1.43	0.92		290|710	1000	500	728
MOB1A	119943100	PCCB	187|517	704	352	2	81|70|0|0|129|95|86|119|97|88|206|279|218|73|165|185|293|198|37|36|41|35|5|3|42|40|97|114	0	0	0	0	0	-616.18	1.41	0.92		187|517	704	352	539
MOB1A	58761530	PCGF6	2|0	2	1	2	0|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.05	0.1	0.05	0.1	0.05	-5.97	1.33	0.5		2|0	2	1	350
MOB1A	209976986	PCID2	0|1	1	0.5	2	1|0|0|0|0|0|0|0|0|0|0|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-6.42	0.5	0.92		0|1	1	0.5	399
MOB1A	134142826	PCM1	58|30	88	44	2	8|14|21|21|0|0|0|0|0|0|15|20|14|21|20|17|33|14|11|18|11|17|16|13|16|14|3|6	0	0	0	0	0	-44.11	1.83	0.75		58|30	88	44	2024
MOB1A	33239451	PCNA	7|2	9	4.5	2	2|0|0|0|0|0|0|0|0|0|0|0|3|3|2|0|0|3|0|0|0|0|0|0|0|0|0|0	0.03	0.06	0.03	0.06	0.03	-9.77	1.64	0.54		7|2	9	4.5	261
MOB1A	9966827	PCNP	9|5	14	7	2	30|17|8|8|0|0|0|0|0|0|16|25|17|7|8|4|17|4|10|10|26|15|4|7|7|8|13|12	0	0	0	0	0	-92.42	0.29	0.92		9|5	14	7	178
MOB1A	7657441	PDAP1	1|3	4	2	2	20|16|6|5|0|0|0|0|0|0|12|11|8|4|5|4|4|2|6|11|9|9|4|2|1|2|3|3	0	0	0	0	0	-62.98	0.14	0.92		1|3	4	2	181
MOB1A	70980549	PDCD11	1|0	1	0.5	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0	0	0	0	0	0	-4.83	1	0.92		1|0	1	0.5	1871
MOB1A	389565483	PDCD6	0|3	3	1.5	2	0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|2|3|1|0|0|0|0|0|0|0|0|0|2	0	0	0	0	0	-10.61	0.75	0.65		0|3	3	1.5	189
MOB1A	22027538	PDCD6IP	0|5	5	2.5	2	3|5|0|0|2|0|0|0|0|0|1|4|0|5|5|2|3|2|0|0|0|0|0|0|0|1|0|0	0	0	0	0	0	-22.63	0.53	0.79		0|5	5	2.5	868
MOB1A	156564403	PDHB	0|1	1	0.5	2	0|0|0|0|16|11|8|18|15|15|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0	0	0	0	0	0	-72.61	0.03	0.92		0|1	1	0.5	359
MOB1A	5031973	PDIA6	0|4	4	2	2	2|0|0|0|2|2|3|3|0|2|1|1|4|1|9|0|1|2|0|0|0|0|0|0|0|0|1|0	0	0	0	0	0	-22.49	0.42	0.81		0|4	4	2	440
MOB1A	13994151	PDLIM1	6|4	10	5	2	37|22|3|4|0|0|0|0|0|0|17|21|7|10|5|7|12|9|0|3|0|2|0|0|1|4|0|0	0	0	0	0	0	-93.86	0.21	0.91		6|4	10	5	329
MOB1A	374092020	PDLIM5	2|0	2	1	2	41|24|0|12|0|0|0|0|0|0|11|6|3|9|3|6|4|6|8|9|9|9|6|0|2|2|0|0	0	0	0	0	0	-98.47	0.05	0.92		2|0	2	1	596
MOB1A	155030216	PDS5A	0|2	2	1	2	2|0|4|6|0|0|0|0|0|0|7|6|2|2|3|1|5|0|2|6|3|0|5|2|2|1|2|2	0	0	0	0	0	-29.22	0.16	0.92		0|2	2	1	1337
MOB1A	7657269	PDS5B	3|0	3	1.5	2	0|0|0|0|0|0|0|0|0|0|0|3|0|0|4|0|3|0|0|2|0|0|0|0|0|0|0|0	0	0	0	0	0	-14.93	0.5	0.75		3|0	3	1.5	1447
MOB1A	10092677	PDXP	0|1	1	0.5	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-3.39	5	0.92		0|1	1	0.5	296
MOB1A	7706025	PDZD11	0|1	1	0.5	2	0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0	0	0	0	0	0	-5.73	0.67	0.92		0|1	1	0.5	140
MOB1A	6912582	PEF1	0|2	2	1	2	0|0|0|0|0|1|0|1|2|1|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|5|0	0	0	0	0	0	-12.85	0.4	0.74		0|2	2	1	284
MOB1A	289176996	PEG10	0|1	1	0.5	2	1|0|1|0|3|3|1|1|1|1|0|0|0|0|0|0|0|0|0|2|0|1|0|1|0|1|1|1	0	0	0	0	0	-11.74	0.22	0.92		0|1	1	0.5	784
MOB1A	342672053	PES1	0|2	2	1	2	6|4|20|26|0|0|0|0|0|0|6|9|7|5|4|0|4|2|23|27|21|25|20|23|27|16|10|2	0	0	0	0	0	-118.5	0.04	0.92		0|2	2	1	583
MOB1A	4758896	PEX14	12|8	20	10	2	10|8|3|3|0|0|0|0|0|0|15|15|9|15|13|0|7|13|3|3|5|5|2|2|2|2|7|4	0	0	0	0	0	-43.82	0.69	0.9		12|8	20	10	377
MOB1A	196259772	PEX5	4|1	5	2.5	2	0|0|0|0|0|0|0|0|0|0|6|1|5|7|3|4|6|7|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-27.06	0.38	0.85		4|1	5	2.5	602
MOB1A	12408675	PFDN2	2|3	5	2.5	2	3|6|0|0|0|0|0|0|0|0|4|2|3|1|0|2|9|2|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-20.38	0.45	0.84		2|3	5	2.5	154
MOB1A	12408677	PFDN4	1|0	1	0.5	2	1|2|0|0|0|0|0|0|0|0|2|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-8.63	0.33	0.92		1|0	1	0.5	134
MOB1A	22202633	PFDN5	1|0	1	0.5	2	4|5|0|0|0|0|0|0|0|0|1|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-14.98	0.17	0.92		1|0	1	0.5	154
MOB1A	297747286	PFDN6	1|1	2	1	2	2|2|0|0|0|0|0|0|0|0|1|2|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-7.72	0.57	0.92		1|1	2	1	129
MOB1A	48762920	PFKL	0|1	1	0.5	2	9|5|0|0|0|0|0|0|0|0|0|0|0|0|3|0|2|0|0|0|0|0|0|0|0|0|0|0	0	0	0	0	0	-22.43	0.11	0.92		0|1	1	0.5	780
MOB1A	16753215	PFN2	0|6	6	3	2	1|0|0|0|0|0|1|0|0|0|0|1|1|0|2|0|0|0|0|1|0|0|0|0|0|0|3|0	0.14	0.29	0.14	0.29	0.14	-9.68	1.71	0.43		0|6	6	3	140
MOB1A	281604136	PGAM5	10|6	16	8	2	18|6|0|0|0|0|0|0|0|0|10|9|9|9|1|6|7|5|0|0|0|0|0|0|0|0|4|4	0	0	0	0	0	-35.85	0.7	0.88		10|6	16	8	289
MOB1A	291621647	PGRMC2	1|1	2	1	2	7|9|7|15|0|0|0|0|0|0|5|6|6|0|4|0|2|2|10|11|14|14|7|11|7|7|6|1	0	0	0	0	0	-57.45	0.07	0.92		1|1	2	1	247
